Coindcx_name,Base_currency_short_name,Target_currency_short_name,Target_currency_name,Base_currency_name,Min_quantity,Max_quantity,Min_price,Max_price,Min_notional,Base_currency_precision,Target_currency_precision,Step,order_types,Symbol,Ecode,Max_leverage,Max_leverage_short,Pair,Status
IOTXETH,ETH,IOTX,IoTeX,Ethereum,1.0,90000000.0,2.99e-06,7.475e-05,0.005,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",IOTXETH,B,1.0,0.0,B-IOTX_ETH,active
MATICUSDT,USDT,MATIC,Polygon,Tether,0.1,9000000.0,0.21918,5.4795,5.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MATICUSDT,B,15.0,0.0,B-MATIC_USDT,active
RLCUSDT,USDT,RLC,iExec RLC,Tether,0.1,900000.0,0.342,8.55,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",RLCUSDT,B,1.0,0.0,B-RLC_USDT,active
VRUSDT,USDT,VR,Victoria VR,Tether,0.01,4823926.0,0.002992136666666667,0.02692923,10.0,8,4,0.0001,['limit_order'],VRUSDT,H,,,H-VR_USDT,active
TRXXRP,XRP,TRX,Tron,Ripple,0.1,9000000.0,0.025012,0.6253,10.0,5,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",TRXXRP,B,1.0,0.0,B-TRX_XRP,active
WRXUSDT,USDT,WRX,Wazirx Token,Tether,0.1,900000.0,0.03576,0.894,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",WRXUSDT,B,1.0,0.0,B-WRX_USDT,active
FANCUSDT,USDT,FANC,fanC,Tether,0.01,487804.0,0.005196666666666667,0.04677,10.0,5,4,0.0001,['limit_order'],FANCUSDT,H,,,H-FANC_USDT,active
JUVUSDT,USDT,JUV,Juventus Fan Token,Tether,0.01,90000.0,0.7776,19.44,10.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",JUVUSDT,B,,,B-JUV_USDT,active
BSWBNB,BNB,BSW,Biswap,Binance Coin,0.1,92141578.0,0.00011608,0.002902,0.05,7,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",BSWBNB,B,,,B-BSW_BNB,active
PERLUSDT,USDT,PERL,Perlin,Tether,0.1,9000000.0,0.00644,0.161,10.0,5,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",PERLUSDT,B,0.0,0.0,B-PERL_USDT,active
CITYBTC,BTC,CITY,Manchester City Fan Token,Bitcoin,0.01,92141578.0,3.74e-05,0.000935,0.0001,7,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",CITYBTC,B,,,B-CITY_BTC,active
XVSBNB,BNB,XVS,Venus,Binance Coin,0.01,900000.0,0.004604,0.1151,0.05,5,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",XVSBNB,B,,,B-XVS_BNB,active
FILBNB,BNB,FIL,Filecoin,Binance Coin,0.01,9000000.0,0.00373,0.09325,0.05,5,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FILBNB,B,,,B-FIL_BNB,active
TRACUSDT,USDT,TRAC,OriginTrail,Tether,0.1,99999999.0,0.09716666666666667,0.8745,1e-05,4,4,0.0001,"['market_order', 'limit_order']",TRACUSDT,KC,,,KC-TRAC_USDT,active
WEMIXUSDT,USDT,WEMIX,WEMIX,Tether,0.1,99999999.0,0.5881,5.2929,1e-05,4,4,0.0001,"['market_order', 'limit_order']",WEMIXUSDT,KC,,,KC-WEMIX_USDT,active
USTCUSDT,USDT,USTC,TerraUSD,Tether,1.0,92141578.0,0.004304228,0.1076057,10.0,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",USTCUSDT,B,,,B-USTC_USDT,active
COMPINR,INR,COMP,Compound,Indian Rupee,0.001,10000000.0,1500.0,13500.0,100.0,2,3,0.1,['limit_order'],COMPINR,I,,,I-COMP_INR,active
DYDXBTC,BTC,DYDX,dYdX,Bitcoin,0.01,46116860414.0,1.6238e-05,0.00040595,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DYDXBTC,B,,,B-DYDX_BTC,active
SANTOSUSDT,USDT,SANTOS,Santos FC Fan Token,Tether,0.01,92141578.0,1.0062,25.155,10.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SANTOSUSDT,B,,,B-SANTOS_USDT,active
LENAUSDT,USDT,LENA,Lena,Tether,1.0,239808153.0,0.002063,0.018567,10.0,6,4,0.0001,['limit_order'],LENAUSDT,H,,,H-LENA_USDT,active
GARIUSDT,USDT,GARI,Gari Network,Tether,0.01,5000000.0,0.007947666666666667,0.071529,10.0,6,2,0.01,['limit_order'],GARIUSDT,H,,,H-GARI_USDT,active
KICKSUSDT,USDT,KICKS,GetKicks,Tether,1.0,200000000.0,0.000135766666666667,0.0012219,10.0,7,4,0.0001,['limit_order'],KICKSUSDT,H,,,H-KICKS_USDT,active
TUSDUSDT,USDT,TUSD,True USD,Tether,0.1,1000000.0,0.33266666666666667,2.994,10.0,5,4,0.0001,['limit_order'],TUSDUSDT,H,,,H-TUSD_USDT,active
DOTUSDT,USDT,DOT,Polkadot,Tether,0.01,90000.0,1.2628,31.57,5.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DOTUSDT,B,0.0,0.0,B-DOT_USDT,active
GALBTC,BTC,GAL,Galxe,Bitcoin,0.001,92141578.0,1.3648e-05,0.0003412,0.0001,8,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",GALBTC,B,,,B-GAL_BTC,active
ACMUSDT,USDT,ACM,AC Milan Fan Token,Tether,0.1,90000.0,0.5838,14.595,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ACMUSDT,B,,,B-ACM_USDT,active
LQTYUSDT,USDT,LQTY,Liquity,Tether,0.1,92141578.0,0.429,10.725,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LQTYUSDT,B,,,B-LQTY_USDT,active
BTSUSDT,USDT,BTS,Bitshares,Tether,0.1,9000000.0,0.002296,0.0574,10.0,5,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",BTSUSDT,B,0.0,0.0,B-BTS_USDT,active
OGBTC,BTC,OG,OG Fan Token,Bitcoin,0.1,90000000.0,6.036e-05,0.001509,0.0001,7,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",OGBTC,B,,,B-OG_BTC,active
ALPACABTC,BTC,ALPACA,Alpaca Finance,Bitcoin,0.1,92141578.0,2.112e-06,5.28e-05,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ALPACABTC,B,,,B-ALPACA_BTC,active
TRXINR,INR,TRX,Tron,Indian Rupee,9.0,100000.0,3.06,27.54,100.0,2,0,1.0,"['market_order', 'limit_order']",TRXINR,I,,,I-TRX_INR,active
SSVUSDT,USDT,SSV,ssv.network,Tether,0.001,9222449.0,6.71,167.75,10.0,2,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SSVUSDT,B,,,B-SSV_USDT,active
API3BTC,BTC,API3,API3,Bitcoin,0.01,92141578.0,1.0444e-05,0.0002611,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",API3BTC,B,,,B-API3_BTC,active
WINUSDT,USDT,WIN,WINK,Tether,1.0,913205152.0,1.768e-05,0.000442,10.0,7,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",WINUSDT,B,0.0,0.0,B-WIN_USDT,active
YFIIINR,INR,YFII,DFI.Money,Indian Rupee,0.0,10000000.0,25217.533333333333,226957.8,100.0,1,4,1e-05,['limit_order'],YFIIINR,I,,,I-YFII_INR,active
LDOUSDT,USDT,LDO,Lido DAO,Tether,0.01,92141578.0,0.4502,11.255,10.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LDOUSDT,B,,,B-LDO_USDT,active
ALPINEBTC,BTC,ALPINE,Alpine F1 Team Fan Token,Bitcoin,0.01,92141578.0,2.614e-05,0.0006535,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ALPINEBTC,B,,,B-ALPINE_BTC,active
LTCBNB,BNB,LTC,Litecoin,Binance Coin,0.001,900000.0,0.05776,1.444,0.05,4,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LTCBNB,B,,,B-LTC_BNB,active
ERNUSDT,USDT,ERN,Ethernity Chain,Tether,0.1,9222449.0,0.5406,13.515,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ERNUSDT,B,,,B-ERN_USDT,active
CHESSUSDT,USDT,CHESS,Tranchess,Tether,0.1,92141578.0,0.05322,1.3305,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",CHESSUSDT,B,0.0,0.0,B-CHESS_USDT,active
GMTBTC,BTC,GMT,STEPN,Bitcoin,0.1,92141578.0,2.478e-06,6.195e-05,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",GMTBTC,B,,,B-GMT_BTC,active
FETBNB,BNB,FET,Fetch.AI,Binance Coin,1.0,9000000.0,0.0002134,0.005335,0.05,6,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FETBNB,B,,,B-FET_BNB,active
NBSUSDT,USDT,NBS,New Bitshares,Tether,0.1,40000000.0,3.0666666666667e-05,0.000276,10.0,6,2,0.01,['limit_order'],NBSUSDT,H,,,H-NBS_USDT,active
ANTBNB,BNB,ANT,Aragon,Binance Coin,0.1,9000000.0,0.002036,0.0509,0.05,5,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ANTBNB,B,,,B-ANT_BNB,active
ICXUSDT,USDT,ICX,ICON,Tether,0.1,900000.0,0.05878,1.4695,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ICXUSDT,B,3.0,0.0,B-ICX_USDT,active
PROMUSDT,USDT,PROM,Prom,Tether,0.01,90000.0,1.022,25.55,10.0,2,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",PROMUSDT,B,,,B-PROM_USDT,active
GNSBTC,BTC,GNS,Gains Network,Bitcoin,0.01,92141578.0,4.526e-05,0.0011315,0.0001,7,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",GNSBTC,B,,,B-GNS_BTC,active
AXSBNB,BNB,AXS,Axie Infinity,Binance Coin,0.01,9000000.0,0.005288,0.1322,0.05,5,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",AXSBNB,B,,,B-AXS_BNB,active
MAGICBTC,BTC,MAGIC,MAGIC,Bitcoin,0.1,92141578.0,8.452e-06,0.0002113,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MAGICBTC,B,,,B-MAGIC_BTC,active
APTETH,ETH,APT,Aptos,Ethereum,0.01,92141578.0,0.0012228,0.03057,0.005,6,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",APTETH,B,,,B-APT_ETH,active
POWRUSDT,USDT,POWR,Powerledger,Tether,1.0,92141578.0,0.03988,0.997,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",POWRUSDT,B,,,B-POWR_USDT,active
HIGHUSDT,USDT,HIGH,Highstreet,Tether,0.001,9222449.0,0.4076,10.19,10.0,3,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",HIGHUSDT,B,,,B-HIGH_USDT,active
DREPBTC,BTC,DREP,DREP,Bitcoin,1.0,90000000.0,3.068e-06,7.67e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DREPBTC,B,2.0,0.0,B-DREP_BTC,active
SXPBNB,BNB,SXP,Swipe,Binance Coin,0.1,9000000.0,0.0003632,0.00908,0.05,6,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SXPBNB,B,,,B-SXP_BNB,active
WBTCUSDT,USDT,WBTC,Wrapped Bitcoin,Tether,1e-05,9000.0,0.01,1000000.0,10.0,2,5,1e-05,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",WBTCUSDT,B,,,B-WBTC_USDT,active
ATMUSDT,USDT,ATM,Atletico De Madrid Fan Token,Tether,0.01,90000.0,0.6668,16.67,10.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ATMUSDT,B,,,B-ATM_USDT,active
FETUSDT,USDT,FET,Fetch.AI,Tether,1.0,9000000.0,0.06816,1.704,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FETUSDT,B,0.0,0.0,B-FET_USDT,active
SIDUSINR,INR,SIDUS,SIDUS,Indian Rupee,0.0,10000000.0,0.06109666666666667,0.54987,100.0,5,0,1.0,['limit_order'],SIDUSINR,I,,,I-SIDUS_INR,active
PORTOBTC,BTC,PORTO,FC Porto Fan Token,Bitcoin,0.01,92141578.0,1.9936e-05,0.0004984,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",PORTOBTC,B,,,B-PORTO_BTC,active
MMMUSDT,USDT,MMM,Meta Merge,Tether,0.1,99999999.0,0.000767333333333333,0.006906,1e-07,6,4,0.0001,"['market_order', 'limit_order']",MMMUSDT,KC,,,KC-MMM_USDT,active
ATOMBNB,BNB,ATOM,Cosmos,Binance Coin,0.01,9000000.0,0.006976,0.1744,0.05,5,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ATOMBNB,B,,,B-ATOM_BNB,active
IRISUSDT,USDT,IRIS,IRISnet,Tether,0.1,9000000.0,0.006516,0.1629,10.0,5,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",IRISUSDT,B,0.0,0.0,B-IRIS_USDT,active
XCURUSDT,USDT,XCUR,Curate,Tether,0.001,724637.0,0.006723333333333333,0.06051,10.0,5,4,0.0001,['limit_order'],XCURUSDT,H,,,H-XCUR_USDT,active
IPVUSDT,USDT,IPV,IPVERSE,Tether,0.1,1295504.0,0.000769,0.006921,10.0,6,4,0.0001,['limit_order'],IPVUSDT,H,,,H-IPV_USDT,active
HOTINR,INR,HOT,Holo,Indian Rupee,10.0,10000000.0,0.0489,0.4401,100.0,4,0,1.0,['limit_order'],HOTINR,I,,,I-HOT_INR,active
OLANDUSDT,USDT,OLAND,Oceanland,Tether,0.1,25000000.0,0.000622,0.005598,10.0,6,4,0.0001,['limit_order'],OLANDUSDT,H,,,H-OLAND_USDT,active
GMTBNB,BNB,GMT,STEPN,Binance Coin,0.1,92141578.0,0.0002332,0.00583,0.05,6,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",GMTBNB,B,,,B-GMT_BNB,active
WWYUSDT,USDT,WWY,WeWay,Tether,0.1,31739431.0,0.001354,0.012186,10.0,6,4,0.0001,['limit_order'],WWYUSDT,H,,,H-WWY_USDT,active
POLSBTC,BTC,POLS,Polkastarter,Bitcoin,0.1,92141578.0,2.93e-06,7.325e-05,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",POLSBTC,B,,,B-POLS_BTC,active
TOMOBTC,BTC,TOMO,TomoChain,Bitcoin,0.1,90000000.0,4.556e-06,0.0001139,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",TOMOBTC,B,0.0,0.0,B-TOMO_BTC,active
VIBUSDT,USDT,VIB,Viberate,Tether,1.0,92141578.0,0.017716000000000003,0.44290000000000007,10.0,5,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",VIBUSDT,B,,,B-VIB_USDT,active
ARUSDT,USDT,AR,Arweave,Tether,0.01,100000.0,1.686,42.15,10.0,2,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ARUSDT,B,,,B-AR_USDT,active
ARBUSDT,USDT,ARB,Arbitrum,Tether,0.1,92141578.0,0.23628,5.907,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ARBUSDT,B,,,B-ARB_USDT,active
DCRUSDT,USDT,DCR,Decred,Tether,0.001,900000.0,4.174,104.35,10.0,2,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DCRUSDT,B,0.0,0.0,B-DCR_USDT,active
LQTYBTC,BTC,LQTY,Liquity,Bitcoin,0.1,92141578.0,1.4266e-05,0.00035665,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LQTYBTC,B,,,B-LQTY_BTC,active
GNOUSDT,USDT,GNO,Gnosis,Tether,0.001,922327.0,21.88,547.0,10.0,1,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",GNOUSDT,B,,,B-GNO_USDT,active
APTBTC,BTC,APT,Aptos,Bitcoin,0.01,8384883677.0,7.6108e-05,0.0019027,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",APTBTC,B,,,B-APT_BTC,active
IDUSDT,USDT,ID,SPACE ID,Tether,1.0,92141578.0,0.089548,2.2387,10.0,5,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",IDUSDT,B,,,B-ID_USDT,active
HFTUSDT,USDT,HFT,Hashflow,Tether,0.1,92141578.0,0.12186,3.0465,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",HFTUSDT,B,,,B-HFT_USDT,active
EWTUSDT,USDT,EWT,Energy Web Token,Tether,0.1,99999999.0,0.816,7.344,0.0001,3,4,0.0001,"['market_order', 'limit_order']",EWTUSDT,KC,,,KC-EWT_USDT,active
XDBUSDT,USDT,XDB,DigitalBits,Tether,0.1,99999999.0,0.00010649,0.00095841,1e-09,8,4,0.0001,"['market_order', 'limit_order']",XDBUSDT,KC,,,KC-XDB_USDT,active
FLYUSDT,USDT,FLY,Franklin,Tether,0.1,99999999.0,0.000297333333333333,0.002676,1e-07,6,4,0.0001,"['market_order', 'limit_order']",FLYUSDT,KC,,,KC-FLY_USDT,active
HYDRAUSDT,USDT,HYDRA,Hydra,Tether,0.1,99999999.0,0.29513333333333336,2.6562,1e-05,4,4,0.0001,"['market_order', 'limit_order']",HYDRAUSDT,KC,,,KC-HYDRA_USDT,active
CROUSDT,USDT,CRO,Crypto.com Coin,Tether,0.1,99999999.0,0.033716666666666666,0.30345,1e-06,5,4,0.0001,"['market_order', 'limit_order']",CROUSDT,KC,,,KC-CRO_USDT,active
BURGERUSDT,USDT,BURGER,BurgerCities,Tether,0.1,9222449.0,0.13344,3.336,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",BURGERUSDT,B,,,B-BURGER_USDT,active
ETHDAI,DAI,ETH,Ethereum,Dai,0.0001,90000.0,375.006,9375.15,10.0,2,4,0.0001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ETHDAI,B,,,B-ETH_DAI,active
AMBUSDT,USDT,AMB,AirDAO,Tether,1.0,913205152.0,0.002744,0.0686,10.0,5,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",AMBUSDT,B,,,B-AMB_USDT,active
TRXBNB,BNB,TRX,Tron,Binance Coin,1.0,9000000.0,3.998e-05,0.0009995,0.05,7,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",TRXBNB,B,,,B-TRX_BNB,active
GASUSDT,USDT,GAS,NeoGas,Tether,0.1,92141578.0,0.6702,280.0,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",GASUSDT,B,,,B-GAS_USDT,active
HFTBTC,BTC,HFT,Hashflow,Bitcoin,0.1,46116860414.0,4.052e-06,0.0001013,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",HFTBTC,B,,,B-HFT_BTC,active
ACHUSDT,USDT,ACH,Alchemy Pay,Tether,1.0,92141578.0,0.008178,0.20445,10.0,5,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ACHUSDT,B,,,B-ACH_USDT,active
MATICETH,ETH,MATIC,Polygon,Ethereum,0.1,92141578.0,0.00011698,0.0029245,0.005,7,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MATICETH,B,,,B-MATIC_ETH,active
LEVERUSDT,USDT,LEVER,LeverFi,Tether,1.0,913205152.0,0.0004474,0.011185,10.0,6,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LEVERUSDT,B,,,B-LEVER_USDT,active
MOVRBTC,BTC,MOVR,Moonriver,Bitcoin,0.001,92141578.0,5.69e-05,0.0014225,0.0001,7,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MOVRBTC,B,,,B-MOVR_BTC,active
LDOBTC,BTC,LDO,Lido DAO,Bitcoin,0.01,92141578.0,1.4992e-05,0.0003748,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LDOBTC,B,,,B-LDO_BTC,active
NESTUSDT,USDT,NEST,NEST Protocol,Tether,1.0,25000000.0,0.001297333333333333,0.011676,10.0,6,2,0.01,['limit_order'],NESTUSDT,H,,,H-NEST_USDT,active
XVSBTC,BTC,XVS,Venus,Bitcoin,0.01,90000000.0,4.918e-05,0.0012295,0.0001,7,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",XVSBTC,B,,,B-XVS_BTC,active
VINUUSDT,USDT,VINU,Vita Inu,Tether,1.0,32071840923669.0,3.170333333e-09,2.8533e-08,10.0,12,0,1.0,['limit_order'],VINUUSDT,H,,,H-VINU_USDT,active
UTUSDT,USDT,UT,Fantaverse,Tether,0.1,3916960.0,0.005266666666666667,0.0474,10.0,4,4,0.0001,['limit_order'],UTUSDT,H,,,H-UT_USDT,active
BOBAUSDT,USDT,BOBA,Boba Network,Tether,0.1,99999999.0,0.04696,0.42264,1e-06,5,4,0.0001,"['market_order', 'limit_order']",BOBAUSDT,KC,,,KC-BOBA_USDT,active
HIODUSDT,USDT,HIOD,hiOD,Tether,0.1,99999999.0,0.000590333333333333,0.005313,1e-07,6,4,0.0001,"['market_order', 'limit_order']",HIODUSDT,KC,,,KC-HIOD_USDT,active
GRAILUSDT,USDT,GRAIL,Camelot Token,Tether,1e-05,500.0,572.2233333333334,5150.01,10.0,2,6,1e-06,['limit_order'],GRAILUSDT,H,,,H-GRAIL_USDT,active
DKSUSDT,USDT,DKS,DarkShield Games Studio,Tether,0.1,32992411.0,5.8033333333333e-05,0.0005223,10.0,7,6,1e-06,['limit_order'],DKSUSDT,H,,,H-DKS_USDT,active
OMGUSDT,USDT,OMG,OMG Network,Tether,0.1,900000.0,0.2802,7.005,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",OMGUSDT,B,0.0,0.0,B-OMG_USDT,active
GALABNB,BNB,GALA,Gala,Binance Coin,1.0,913205152.0,2.5378e-05,0.00063445,0.05,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",GALABNB,B,,,B-GALA_BNB,active
STGUSDT,USDT,STG,Stargate Finance,Tether,0.1,913205152.0,0.15513999999999997,3.8784999999999994,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",STGUSDT,B,,,B-STG_USDT,active
WTCUSDT,USDT,WTC,Walton Chain,Tether,1.0,900000.0,0.04256,1.064,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",WTCUSDT,B,0.0,0.0,B-WTC_USDT,active
PAXGBTC,BTC,PAXG,PAX Gold,Bitcoin,0.0001,9222449.0,0.01348,0.337,0.0001,5,4,0.0001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",PAXGBTC,B,,,B-PAXG_BTC,active
ALGOINR,INR,ALGO,Algorand,Indian Rupee,0.01,10000000.0,3.6033333333333335,32.43,100.0,2,3,0.1,['limit_order'],ALGOINR,I,,,I-ALGO_INR,active
FETBTC,BTC,FET,Fetch.AI,Bitcoin,1.0,90000000.0,2.27e-06,5.675e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FETBTC,B,0.0,0.0,B-FET_BTC,active
XETAUSDT,USDT,XETA,XANA,Tether,1.0,100000000.0,0.003747666666666667,0.033729,10.0,6,4,0.0001,['limit_order'],XETAUSDT,H,,,H-XETA_USDT,active
ATOMETH,ETH,ATOM,Cosmos,Ethereum,0.001,92141578.0,0.0011906,0.029765,0.005,6,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ATOMETH,B,,,B-ATOM_ETH,active
AVAXBNB,BNB,AVAX,Avalanche,Binance Coin,0.01,9000000.0,0.011308,0.2827,0.05,5,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",AVAXBNB,B,,,B-AVAX_BNB,active
ORDIUSDT,USDT,ORDI,Ordinals,Tether,0.01,9222449.0,0.001,10000.0,10.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ORDIUSDT,B,,,B-ORDI_USDT,active
UFTETH,ETH,UFT,UniLend Finance Token,Ethereum,1.0,9000000.0,4.368e-05,0.001092,0.005,7,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",UFTETH,B,,,B-UFT_ETH,active
SANDBNB,BNB,SAND,The Sandbox,Binance Coin,1.0,9000000.0,0.0003958,0.009895,0.05,6,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SANDBNB,B,,,B-SAND_BNB,active
DOTBTC,BTC,DOT,Polkadot,Bitcoin,0.01,90000000.0,4.202e-05,0.0010505,0.0001,7,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DOTBTC,B,0.0,0.0,B-DOT_BTC,active
ORDIBTC,BTC,ORDI,Ordinals,Bitcoin,0.01,46116860414.0,1e-07,1.0,0.001,7,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ORDIBTC,B,,,B-ORDI_BTC,active
STGBTC,BTC,STG,Stargate Finance,Bitcoin,0.1,913205152.0,5.166e-06,0.00012915,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",STGBTC,B,,,B-STG_BTC,active
DEPUSDT,USDT,DEP,DEAPcoin,Tether,0.1,72674418.0,0.000359666666666667,0.003237,10.0,6,4,0.0001,['limit_order'],DEPUSDT,H,,,H-DEP_USDT,active
RAREUSDT,USDT,RARE,SuperRare,Tether,0.1,92141578.0,0.02466,0.6165,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",RAREUSDT,B,0.0,0.0,B-RARE_USDT,active
GTCBTC,BTC,GTC,Gitcoin,Bitcoin,0.1,92141578.0,1.2e-05,0.0003,0.0001,7,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",GTCBTC,B,,,B-GTC_BTC,active
MOBBTC,BTC,MOB,MobileCoin,Bitcoin,0.01,92141578.0,9.076e-06,0.0002269,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",MOBBTC,B,,,B-MOB_BTC,active
LPTBTC,BTC,LPT,Livepeer,Bitcoin,0.01,92141570.0,4.368e-05,0.001092,0.0001,7,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LPTBTC,B,,,B-LPT_BTC,active
CLVUSDT,USDT,CLV,Clover Finance,Tether,0.1,92141578.0,0.013014,0.32535,10.0,5,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",CLVUSDT,B,,,B-CLV_USDT,active
